Filename,ID,Microscope,Objective,Mag,Accession,Ear ,Ear row,Ear position,Spk position,Position type,taxon code,View,Charred?
17699_625842_C_Taes_R10_3of3_External_1x1_l_c,17699,Nikon,1x,1,625842,C,R10,Mid,3of3,External,Taes,l,c
17700_625842_C_Taes_R18_1of2_External_1x1_d_c,17700,Nikon,1x,1,625842,C,R18,Top,1of2,External,Taes,d,c
17701_625842_C_Taes_R18_1of2_External_1x1_l_c,17701,Nikon,1x,1,625842,C,R18,Top,1of2,External,Taes,l,c
17702_625842_C_Taes_R19_1of1_Solo_1x1_d_c,17702,Nikon,1x,1,625842,C,R19,Top,1of1,Solo,Taes,d,c
17703_625842_C_Taes_R19_1of1_Solo_1x1_l_c,17703,Nikon,1x,1,625842,C,R19,Top,1of1,Solo,Taes,l,c
17704_625842_C_Taes_R20_1of1_Solo_1x1_d_c,17704,Nikon,1x,1,625842,C,R20,Top,1of1,Solo,Taes,d,c
17705_625842_C_Taes_R20_1of1_Solo_1x1_l_c,17705,Nikon,1x,1,625842,C,R20,Top,1of1,Solo,Taes,l,c
17778_CGN6554_A_Tdur_R1_1of2_External_1x1_d_c,17778,Nikon,1x,1,CGN6554,A,R1,Base,1of2,External,Tdur,d,c
17779_CGN6554_A_Tdur_R1_1of2_External_1x1_l_c,17779,Nikon,1x,1,CGN6554,A,R1,Base,1of2,External,Tdur,l,c
17780_CGN6554_A_Tdur_R1_2of2_External_1x1_d_c,17780,Nikon,1x,1,CGN6554,A,R1,Base,2of2,External,Tdur,d,c
17781_CGN6554_A_Tdur_R1_2of2_External_1x1_l_c,17781,Nikon,1x,1,CGN6554,A,R1,Base,2of2,External,Tdur,l,c
17782_CGN6554_A_Tdur_R2_1of2_External_1x1_d_c,17782,Nikon,1x,1,CGN6554,A,R2,Base,1of2,External,Tdur,d,c
17783_CGN6554_A_Tdur_R2_1of2_External_1x1_l_c,17783,Nikon,1x,1,CGN6554,A,R2,Base,1of2,External,Tdur,l,c
17784_CGN6554_A_Tdur_R8_1of2_External_1x1_d_c,17784,Nikon,1x,1,CGN6554,A,R8,Mid,1of2,External,Tdur,d,c
17785_CGN6554_A_Tdur_R8_1of2_External_1x1_l_c,17785,Nikon,1x,1,CGN6554,A,R8,Mid,1of2,External,Tdur,l,c
17786_CGN6554_A_Tdur_R8_2of2_External_1x1_d_c,17786,Nikon,1x,1,CGN6554,A,R8,Mid,2of2,External,Tdur,d,c
17787_CGN6554_A_Tdur_R8_2of2_External_1x1_l_c,17787,Nikon,1x,1,CGN6554,A,R8,Mid,2of2,External,Tdur,l,c
17788_CGN6554_A_Tdur_R9_2of2_External_1x1_d_c,17788,Nikon,1x,1,CGN6554,A,R9,Mid,2of2,External,Tdur,d,c
17789_CGN6554_A_Tdur_R9_2of2_External_1x1_l_c,17789,Nikon,1x,1,CGN6554,A,R9,Mid,2of2,External,Tdur,l,c
17790_CGN6554_A_Tdur_R13_1of2_External_1x1_d_c,17790,Nikon,1x,1,CGN6554,A,R13,Top,1of2,External,Tdur,d,c
17791_CGN6554_A_Tdur_R13_1of2_External_1x1_l_c,17791,Nikon,1x,1,CGN6554,A,R13,Top,1of2,External,Tdur,l,c
17792_CGN6554_A_Tdur_R14_1of1_Solo_1x1_d_c,17792,Nikon,1x,1,CGN6554,A,R14,Top,1of1,Solo,Tdur,d,c
17793_CGN6554_A_Tdur_R14_1of1_Solo_1x1_l_c,17793,Nikon,1x,1,CGN6554,A,R14,Top,1of1,Solo,Tdur,l,c
17794_CGN6554_A_Tdur_R15_1of1_Solo_1x1_d_c,17794,Nikon,1x,1,CGN6554,A,R15,Top,1of1,Solo,Tdur,d,c
17795_CGN6554_A_Tdur_R15_1of1_Solo_1x1_l_c,17795,Nikon,1x,1,CGN6554,A,R15,Top,1of1,Solo,Tdur,l,c
17796_CGN6554_B_Tdur_R1_1of3_External_1x1_d_c,17796,Nikon,1x,1,CGN6554,B,R1,Base,1of3,External,Tdur,d,c
17797_CGN6554_B_Tdur_R1_1of3_External_1x1_l_c,17797,Nikon,1x,1,CGN6554,B,R1,Base,1of3,External,Tdur,l,c
17798_CGN6554_B_Tdur_R2_2of3_Internal_1x1_d_c,17798,Nikon,1x,1,CGN6554,B,R2,Base,2of3,Internal,Tdur,d,c
